id,titulo,orientacion,carrera,resolucion,modalidad,institucion_id
2503,PROFESOR DE ARTES PARA EL NIVEL INICIAL Y 1º Y 2º CICLOS DE LA E.G.B.,,,R.M.0284/99,PRESENCIAL,5
2504,TECNICO/A EN ADMINISTRACIÓN Y GESTIÓN UNIVERSITARIA,,LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN UNIVERSITARIA,R.M./936/2019,PRESENCIAL,5
2505,TÉCNICO/A EN CERÁMICA,,LICENCIATURA EN ARTES VISUALES ORIENTACIÓN ARTES DEL FUEGO,R.M./979/2018,PRESENCIAL,5
2506,TÉCNICO/A  EN CONSERVACIÓN-RESTAURACIÓN DE BIENES CULTURALES,,LICENCIATURA EN CONSERVACIÓN-RESTAURACIÓN DE BIENES CULTURALES,R.M./984/2018,PRESENCIAL,5
2507,TECNICO EN ARTES DEL FUEGO,,,R.M./377/1999,PRESENCIAL,5
2508,TECNICO EN CERAMICA,,LICENCIATURA EN ARTES VISUALES ORIENTACION ARTES DEL FUEGO,R.M./1622/2011,PRESENCIAL,5
2509,TECNICO EN CONSERVACION-RESTAURACION DE BIENES CULTURALES,,,R.M./377/1999 - R.M./1622/2011,PRESENCIAL,5
2510,TECNICO EN DIAGRAMACION,,,R.M.0377/99,PRESENCIAL,5
2511,TECNICO EN ILUMINACION DE ESPECTACULOS,,,R.M.0286/99,PRESENCIAL,5
2512,TECNICO EN ILUSTRACION,,,R.M./377/1999,PRESENCIAL,5
2513,TECNICO EN MAQUETAS,,,R.M./377/1999,PRESENCIAL,5
2514,ANALISTA DE SISTEMAS,,ANALISTA DE SISTEMAS,R.M./2455/2019,PRESENCIAL,6
2515,ANALISTA DE SISTEMAS CON ORIENTACION INSTALACIONES Y CONFIGURACIONES, INSTALACIONES Y CONFIGURACIONES,,R.M.1306/88,PRESENCIAL,6
2516,ANALISTA DE SISTEMAS CON ORIENTACION ORGANIZACIÓN INFORMACIONAL,ORGANIZACIÓN INFORMACIONAL,,R.M.1306/88,PRESENCIAL,6
2517,ANALISTA DE SISTEMAS CON ORIENTACION SISTEMAS DE INFORMACION,SISTEMAS DE INFORMACION,,R.M.1306/88,PRESENCIAL,6
2518,BACHILLER EN TEOLOGIA,,,R.M.0089/01,PRESENCIAL,6
2519,EXPERTO EN TURISMO,,,R.M.0278/71,PRESENCIAL,6
2520,GUÍA DE TURISMO,,,R.M.0278/71,PRESENCIAL,6
2521,PROCURADOR/A,,,DIS.0003/70,PRESENCIAL,6
2522,PROFESOR EN MATEMATICA Y COMPUTACION,,,R.M.0754/89,PRESENCIAL,6
2523,SECRETARIO EJECUTIVO,,,R.M.1986/93,PRESENCIAL,6
2524,TÉCNICO/A UNIVERSITARIO/A CONTABLE E IMPOSITIVO/A,,TECNICATURA UNIVERSITARIA CONTABLE E IMPOSITIVA,R.M./2326/2018,PRESENCIAL,6
2525,TÉCNICO/A UNIVERSITARIO/A EN ACOMPAÑAMIENTO TERAPÉUTICO,,TECNICATURA UNIVERSITARIA EN ACOMPAÑAMIENTO TERAPÉUTICO,R.M./1197/2019,PRESENCIAL,6
2526,TÉCNICO/A UNIVERSITARIO/A EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,R.M.0616/05 - R.M./422/2020,PRESENCIAL,6
2527,TÉCNICO/A UNIVERSITARIO/A EN AUTOMATIZACIÓN Y ROBÓTICA,,TECNICATURA UNIVERSITARIA EN AUTOMATIZACIÓN Y ROBÓTICA,R.M./386/2020,PRESENCIAL,6
2528,TÉCNICO/A UNIVERSITARIO/A EN DISEÑO DE INTERIORES Y EQUIPAMIENTO,,TECNICATURA UNIVERSITARIA EN DISEÑO DE INTERIORES Y EQUIPAMIENTO,R.M./2399/2020,PRESENCIAL,6
2529,TÉCNICO/A UNIVERSITARIO/A EN GESTIÓN DE RECURSOS HUMANOS,,TECNICATURA UNIVERSITARIA EN GESTIÓN DE RECURSOS HUMANOS,R.M./3763/2017 - R.M./353/2021,PRESENCIAL,6
2530,TÉCNICO/A UNIVERSITARIO/A EN MARKETING,,TECNICATURA UNIVERSITARIA EN MARKETING,R.M./3758/2017,PRESENCIAL,6
2531,"TÉCNICO/A UNIVERSITARIO/A EN MARTILLERO/APÚBLICO/A, CORREDOR/A Y ADMINISTRADOR/A DE CONSORCIOS",,"TECNICATURA UNIVERSITARIA EN MARTILLERO PÚBLICO, CORREDOR Y ADMINISTRADOR DE CONSORCIOS",R.M./3761/2017 - R.M./3725/2019,PRESENCIAL,6
2532,TÉCNICO/A UNIVERSITARIO/A EN PERIODISMO,,,R.M.0293/00,PRESENCIAL,6
2533,TECNICO/A UNIVERSITARIO/A EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,,TECNICATURA UNIVERSITARIA EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,R.M./675/2020,PRESENCIAL,6
2534,TECNICO/A UNIVERSITARIO/A EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,,TECNICATURA UNIVERSITARIA EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,R.M./814/2020,PRESENCIAL,6
2535,TECNICO/A UNIVERSITARIO/A EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,,TECNICATURA UNIVERSITARIA EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,R.M./665/2020,PRESENCIAL,6
2536,TECNICO/A UNIVERSITARIO/A EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,,TECNICATURA UNIVERSITARIA EN PRODUCCIONES AGROECOLÓGICAS Y ORGÁNICAS,R.M./852/2020,PRESENCIAL,6
2537,TECNICO BANCARIO,,,R.M.1985/93,PRESENCIAL,6
2538,TECNICO CALCULISTA,,,R.M.0754/89,PRESENCIAL,6
2539,TECNICO EN ADMINISTRACION DE ORGANIZACIONES INTERMEDIAS,,,R.M.1090/94,PRESENCIAL,6
2540,TECNICO EN ADMINISTRACION HOSPITALARIA,,,R.M.2016/93,PRESENCIAL,6
2541,TECNICO EN COMUNICACIÓN SOCIAL ORIENTACION PASTORALISTA,PASTORALISTA,,R.M.1855/88,PRESENCIAL,6
2542,TECNICO EN COMUNICACIÓN SOCIAL ORIENTACION SONOVISION,SONOVISION,,R.M.1855/88,PRESENCIAL,6
2543,TECNICO EN ELECTRONICA,,,R.M.0609/95,PRESENCIAL,6
2544,TECNICO EN INFORMATICA CON ORIENTACION EN OPERACIONES,OPERACIONES,,R.M.1306/88,PRESENCIAL,6
2545,TECNICO EN INFORMATICA CON ORIENTACION PROGRAMACION,PROGRAMACION,,R.M.1306/88,PRESENCIAL,6
2546,TECNICO EN INFORMATICA CON ORIENTACION SISTEMAS DE INFORMACION, SISTEMAS DE INFORMACION,,R.M.1306/88,PRESENCIAL,6
2547,TECNICO UNIVERSITARIO CONTABLE IMPOSITIVO,,,R.M.0566/08,PRESENCIAL,6
2548,TÉCNICO UNIVERSITARIO EN ADMINISTRACIÓN DE ORGANIZACIONES DE LA SALUD,,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN DE ORGANIZACIONES DE LA SALUD,R.M./3156/2015,PRESENCIAL,6
2549,TECNICO UNIVERSITARIO EN ADMINISTRACION HOTELERA,,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN HOTELERA,R.M.0616/05,PRESENCIAL,6
2550,TECNICO UNIVERSITARIO EN DISEÑO GRAFICO,,,R.M.0293/00,PRESENCIAL,6
2551,TECNICO UNIVERSITARIO EN EMERGENCIA MEDICA,,,R.M.0497/08,PRESENCIAL,6
2552,TÉCNICO UNIVERSITARIO EN GESTIÓN DE COOPERATIVAS Y MUTUALES,,TECNICATURA UNIVERSITARIA EN GESTIÓN DE COOPERATIVAS Y MUTUALES,R.M./3460/2017,PRESENCIAL,6
2553,TECNICO UNIVERSITARIO EN GESTION DE ORGANIZACIONES DEL DEPORTE,,TECNICATURA UNIVERSITARIA EN GESTIÓN DE ORGANIZACIONES DEL DEPORTE,R.M./2105/2013,PRESENCIAL,6
2554,TECNICO UNIVERSITARIO EN GESTION Y CIENCIAS JURIDICAS,,,R.M.0620/08,PRESENCIAL,6
2555,TÉCNICO UNIVERSITARIO EN HIGIENE Y SEGURIDAD EN EL TRABAJO,,TECNICATURA UNIVERSITARIA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M./3589/2017,PRESENCIAL,6
2556,TÉCNICO UNIVERSITARIO EN MARKETING,,,R.M.0512/08,PRESENCIAL,6
2557,TÉCNICO UNIVERSITARIO EN PERIODISMO DEPORTIVO,,TECNICATURA UNIVERSITARIA EN PERIODISMO DEPORTIVO,R.M./2467/2016,PRESENCIAL,6
2558,TECNICO UNIVERSITARIO EN REDES DE COMPUTADORAS,,,R.M.0549/06,PRESENCIAL,6
2559,TECNICO UNIVERSITARIO EN SECRETARIADO ADMINISTRATIVO BILINGÜE,,,R.M.0608/08,PRESENCIAL,6
2560,TÉCNICO UNIVERSITARIO EN SEGURIDAD POLICIAL,,TECNICATURA UNIVERSITARIA EN SEGURIDAD POLICIAL,R.M./1902/2017,PRESENCIAL,6
2561,TÉCNICO UNIVERSITARIO EN SEGUROS,,,R.M.0903/03,PRESENCIAL,6
2562,TECNICO UNVERSITARIO EN PRODUCCION AUDIOVISUAL,,,R.M.0293/00,PRESENCIAL,6
2563,ANALISTA QUÍMICO,,,R.M.0241/00,PRESENCIAL,7
2564,ANALISTA QUÍMICO,,ANALISTA QUÍMICO,R.M./595/2020,PRESENCIAL,7
2565,BIBLIOTECARIO,,,D.1356/83,PRESENCIAL,7
2566,BROMATÓLOGO,,,R.M.0881/03,PRESENCIAL,7
2567,COMPUTADOR UNIVERSITARIO,,,D.1907/84 - R.M.0233/92 - R.M.0425/99,PRESENCIAL,7
2568,DIPLOMADO EN CIENCIAS FISICAS,,,R.M.0478/04,PRESENCIAL,7
2569,EDUCADOR SANITARIO,,,R.M.1530/07,PRESENCIAL,7
2570,ENFERMERO/A UNIVERSITARIO/A,,,R.R.0725/74 - R.M.1363/10,PRESENCIAL,7
2571,ENFERMERO/A UNIVERSITARIO/A,,ENFERMERIA,R.M./614/2020,PRESENCIAL,7
2572,PODÓLOGO UNIVERSITARIO,,TECNICATURA EN PODOLOGÍA,R.M./581/2009 - R.M./1642/2014,PRESENCIAL,7
2573,PROFESOR EN LETRAS PARA LA ENSEÑANZA MEDIA Y TERCIARIA,,,R.M.0752/92,PRESENCIAL,7
2574,PROFESOR EN MATEMATICA Y COMPUTACION PARA LA ENSEÑANZA MEDIA Y TERCIARIA,,,R.M.0909/96,PRESENCIAL,7
2575,PROFESOR EN MATEMATICA Y FISICA PARA EL NIVEL MEDIO,,,R.M.1336/95,PRESENCIAL,7
2576,PROFESOR PARA LA ENSEÑANZA MEDIA Y TERCIARIA EN FILOSOFIA,,,R.M.1640/91,PRESENCIAL,7
2577,PROFESOR UNIVERSITARIO EN HISTORIA PARA LA ENSEÑANZA MEDIA Y TERCIARIA,,,R.M.1647/92,PRESENCIAL,7
2578,TÉCNICO/A UNIVERSITARIO/A EN ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS,,TECNICATURA UNIVERSITARIA EN ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS,R.M./2217/2019,PRESENCIAL,7
2579,TÉCNICO/A UNIVERSITARIO/A EN PROGRAMACIÓN,,TECNICATURA UNIVERSITARIA EN PROGRAMACIÓN,R.M./2251/2019,PRESENCIAL,7
2580,TÉCNICO/A UNIVERSITARIO/A EN SISTEMAS PRODUCTIVOS GANADEROS,,TECNICATURA UNIVERSITARIA EN SISTEMAS PRODUCTIVOS GANADEROS,R.M./202/2020,PRESENCIAL,7
2581,TÉCNICO/A UNIVERSITARIO/A INDUSTRIAL ELECTROMECÁNICO,,TECNICATURA UNIVERSITARIA INDUSTRIAL ELECTROMECÁNICA,R.M./190/2020,PRESENCIAL,7
2582,TECNICO ELECTRONICO UNIVERSITARIO,,,R.M.0380/06,PRESENCIAL,7
2583,TECNICO EN GESTION EDUCATIVA,,,R.M.1316/04,PRESENCIAL,7
2584,TÉCNICO EN INFORMÁTICA DE GESTIÓN,,,R.M.0808/09,PRESENCIAL,7
2585,TECNICO EN LABORATORIO DE HISTOPATOLOGIA,,,D.1590/84,PRESENCIAL,7
2586,TECNICO EN PODOLOGIA,,,R.M.0581/09,PRESENCIAL,7
2587,TECNICO SUPERIOR EN ADMINISTRACION Y GESTION UNIVERSITARIA,,,R.M.1243/08,PRESENCIAL,7
2588,TECNICO UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS AGROPECUARIAS,,,R.M.0675/98,PRESENCIAL,7
2589,TÉCNICO UNIVERSITARIO EN COMUNICACIÓN SOCIAL,,,R.M.1080/05,PRESENCIAL,7
2590,TECNICO UNIVERSITARIO EN ENERGIA SOLAR,,TECNICATURA UNIVERSITARIA EN ENERGÍA SOLAR,R.M./2558/2013,PRESENCIAL,7
2591,TÉCNICO UNIVERSITARIO EN ENOLOGÍA Y VITICULTURA,,TECNICATURA UNIVERSITARIA EN ENOLOGÍA Y VITICULTURA,R.M./2128/2016,PRESENCIAL,7
2592,TECNICO UNIVERSITARIO EN ESTADISTICA,,TECNICATURA UNIVERSITARIA EN ESTADÍSTICA,R.M./2033/2013,PRESENCIAL,7
2593,TECNICO UNIVERSITARIO EN ESTADISTICAS DE SALUD,,,R.M.1182/05 - R.M.0154/09,PRESENCIAL,7
2594,TÉCNICO UNIVERSITARIO EN GESTIÓN  DE TURISMO,,TECNICATURA UNIVERSITARIA EN GESTIÓN DE TURISMO,R.M./1789/2015,PRESENCIAL,7
2595,TÉCNICO UNIVERSITARIO EN HIGIENE Y SEGURIDAD EN EL TRABAJO,,,R.M.0877/05,PRESENCIAL,7
2596,TECNICO UNIVERSITARIO EN LABORATORIO CLINICO,,,D.0482/81 - D.1357/83,PRESENCIAL,7
2597,TECNICO UNIVERSITARIO EN LABORATORIO DE ANALISIS CLINICOS MICROBIOLOGICOS,,,R.M.1879/07,PRESENCIAL,7
2598,TÉCNICO UNIVERSITARIO EN PERFORACIONES,,,R.R.0826/73 - R.M.1109/02,PRESENCIAL,7
2599,TECNICO UNIVERSITARIO EN RECURSOS FORESTALES,,TECNICATURA UNIVERSITARIA EN RECURSOS FORESTALES,R.M./1805/2012,PRESENCIAL,7
2600,TECNICO UNIVERSITARIO EN TECNOLOGIA DE ALIMENTOS,,,R.M.1409/05,PRESENCIAL,7
2601,ANALISTA UNIVERSITARIO EN ECONOMÍA Y ADMINISTRACIÓN AGRARIAS,,LICENCIATURA EN ECONOMÍA Y ADMINISTRACIÓN AGRARIAS,R.M./2486/2018,PRESENCIAL,8
2602,AUXILIAR TECNICO EN RADIOLOGIA,,,R.M.1212/83,PRESENCIAL,8
2603,BACHILLER UNIVERSITARIO EN DERECHO,,,R.M.1660/90,PRESENCIAL,8
2604,CALÍGRAFO PÚBLICO,,,C.S.,PRESENCIAL,8
2605,EDITOR,,,R.M.1257/05,PRESENCIAL,8
2606,ENFERMERO/A UNIVERSITARIO/A,,,R.M.1212/83,PRESENCIAL,8
2607,FONOAUDIÓLOGO,,,R.M.1212/83,PRESENCIAL,8
2608,INGENIERÍA EN SISTEMAS DE INFORMACIÓN,,,R.M.0525/88,PRESENCIAL,8
2609,KINESIOLOGO,,,R.M.1212/83,PRESENCIAL,8
2610,MARTILLERO Y CORREDOR PÚBLICO RURAL,,MARTILLERO Y CORREDOR PÚBLICO RURAL,R.M.1483/11 - R.M./1483/2011 - R.M./25/2019,PRESENCIAL,8
2611,NUTRICIONISTA-DIETISTA,,,R.M.1212/83,PRESENCIAL,8
2612,OBSTÉTRICA,,,R.M.1212/83,PRESENCIAL,8
2613,PODOLOGO,,,R.M.1212/83,PRESENCIAL,8
2614,PROCURADOR/A,,,C.S.,PRESENCIAL,8
2615,TÉCNICO/A EN ADMINISTRACIÓN Y GESTIÓN UNIVERSITARIA,,,R.M.0462/06,PRESENCIAL,8
2616,TÉCNICO/A EN ADMINISTRACIÓN Y GESTIÓN UNIVERSITARIA,,TECNICATURA EN ADMINISTRACIÓN Y GESTIÓN UNIVERSITARIA,R.M./2459/2016 - R.M./2016/2020,PRESENCIAL,8
2617,TÉCNICO/A EN JARDINERÍA,,TECNICATURA EN JARDINERÍA,R.M./1998/2019,PRESENCIAL,8
2618,TÉCNICO/A UNIVERSITARIO/A EN HEMOTERAPIA E INMUNOHEMATOLOGÍA,,TECNICATURA UNIVERSITARIA EN HEMOTERAPIA E INMUNOHEMATOLOGÍA,R.M./1560/2018,PRESENCIAL,8
2619,TÉCNICO/A UNIVERSITARIO/A  EN MEDICINA NUCLEAR,,TECNICATURA UNIVERSITARIA EN MEDICINA NUCLEAR,R.M./490/2016 - R.M./1376/2019,PRESENCIAL,8
2620,TÉCNICO/A UNIVERSITARIO/A EN PRODUCCIÓN ANIMAL,,TECNICATURA UNIVERSITARIA EN PRODUCCIÓN ANIMAL,R.M./2750/2017,PRESENCIAL,8
2621,TÉCNICO/A  UNIVERSITARIO/A PARA BIOTERIOS,,TECNICATURA UNIVERSITARIA EN GESTIÓN INTEGRAL DE BIOTERIOS,R.M./4002/2017,PRESENCIAL,8
2622,TECNICO EN AGROMETEOROLOGIA,,,R.M.1541/83,PRESENCIAL,8
2623,TECNICO EN CLIMATOLOGIA,,,R.M.1541/83,PRESENCIAL,8
2624,TÉCNICO EN CONSTRUCCIONES NAVALES,,TECNICATURA EN CONSTRUCCIONES NAVALES,R.M./241/2017,PRESENCIAL,8
2625,TÉCNICO EN CONSTRUCCIONES NAVALES,,TECNICATURA UNIVERSITARIA EN CONSTRUCCIONES NAVALES,R.M./2464/2013,PRESENCIAL,8
2626,TÉCNICO EN FLORICULTURA,,TECNICATURA EN FLORICULTURA,R.M./1475/2015,PRESENCIAL,8
2627,TECNICO EN HEMOTERAPIA E INMUNOHEMATOLOGIA,,,R.M.1212/83,PRESENCIAL,8
2628,TECNICO EN HIDROMETEOROLOGIA,,,R.M.1541/83,PRESENCIAL,8
2629,TÉCNICO EN JARDINERÍA,,TECNICATURA EN JARDINERÍA,R.M./1476/2015 - R.M./1185/2012,PRESENCIAL,8
2630,TECNICO EN METEOROLOGIA SINOPTICA,,,R.M.1541/83,PRESENCIAL,8
2631,TÉCNICO EN PRODUCCIÓN VEGETAL ORGÁNICA,,TECNICATURA EN PRODUCCIÓN VEGETAL ORGÁNICA,R.M./2322/2019,PRESENCIAL,8
2632,TÉCNICO EN TURISMO RURAL,,TECNICATURA EN TURISMO RURAL,R.M.1492/11 - R.M./1608/2015 - R.M./1492/2011,PRESENCIAL,8
2633,TÉCNICO UNIVERSITARIO EN ANESTESIA,,TECNICATURA UNIVERSITARIA EN ANESTESIA,R.M./2584/2015,PRESENCIAL,8
2634,TÉCNICO UNIVERSITARIO EN COSMETOLOGÍA FACIAL Y CORPORAL,,TECNICATURA UNIVERSITARIA EN COSMETOLOGÍA FACIAL Y CORPORAL,R.M./1574/2014,PRESENCIAL,8
2635,TÉCNICO UNIVERSITARIO EN HEMOTERAPIA E INMUNOHEMATOLOGÍA,,TECNICATURA UNIVERSITARIA EN HEMOTERAPIA E INMUNOHEMATOLOGÍA,R.M./1867/2014,PRESENCIAL,8
2636,TÉCNICO UNIVERSITARIO EN INSTRUMENTACIÓN QUIRÚRGICA,,TECNICATURA UNIVERSITARIA EN INSTRUMENTACIÓN QUIRÚRGICA,R.M./993/2015,PRESENCIAL,8
2637,TÉCNICO UNIVERSITARIO EN ÓPTICA Y CONTACTOLOGÍA,,TECNICATURA UNIVERSITARIA EN ÓPTICA Y CONTACTOLOGÍA,R.M./1749/2015,PRESENCIAL,8
2638,TÉCNICO UNIVERSITARIO EN PRÁCTICAS CARDIOLÓGICAS,,TECNICATURA UNIVERSITARIA EN PRÁCTICAS CARDIOLÓGICAS,R.M./1751/2015,PRESENCIAL,8
2639,VISITADORA DE HIGIENE,,,R.M.0882/86,PRESENCIAL,8
2640,VISITADORA DE HIGIENE SOCIAL,,,R.M.0882/86,PRESENCIAL,8
2641,BACHILLER EN CIENCIAS NATURALES,,BACHILLER EN CIENCIAS NATURALES,R.M./651/2020,PRESENCIAL,1
2642,BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN,,BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN,R.M./1651/2020,PRESENCIAL,1
2643,"BACHILLER EN ARTES VISUALES, ESPECIALIZACIÓN EN PINTURA; ESPECIALIZACIÓN EN ESCULTURA; ESPECIALIZACIÓN EN CERÁMICA Y  ESPECIALIZACIÓN EN ARTE IMPRESO",,"BACHILLER EN ARTES VISUALES, ESPECIALIZACIÓN EN PINTURA; BACHILLER EN ARTES VISUALES, ESPECIALIZACIÓN EN ESCULTURA; BACHILLER EN ARTES VISUALES, ESPECIALIZACIÓN EN CERÁMICA Y BACHILLER EN ARTES VISUALES, ESPECIALIZACIÓN EN ARTE IMPRESO",R.M./55/2018,PRESENCIAL,2
2644,BACHILLER EN CIENCIAS NATURALES,,BACHILLERATO EN CIENCIAS NATURALES,R.M./2881/2019,PRESENCIAL,2
2645,BACHILLER EN CIENCIAS SOCIALES Y HUMANIDADES,,BACHILLER EN CIENCIAS SOCIALES Y HUMANIDADES,R.M./2732/2019,PRESENCIAL,2
2646,TÉCNICO/A AGROPECUARIO/A,,TÉCNICO AGROPECUARIO,R.M./3240/2019,PRESENCIAL,2
2647,"TÉCNICO EN PINTURA, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN; TÉCNICO EN ESCULTURA, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN; TÉCNICO EN CERÁMICA, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN; TÉCNICO EN ARTE IMPRESO, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN",,"TÉCNICO EN PINTURA, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN; TÉCNICO EN ESCULTURA, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN; TÉCNICO EN CERÁMICA, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN; TÉCNICO EN ARTE IMPRESO, ESPECIALIDAD PRODUCCIÓN Y GESTIÓN",R.M./198/2019,PRESENCIAL,2
2648,CERTIFICADO DE ESPAÑOL COMO LENGUA EXTRANJERA (ELE) -(CELU),,,R.M.0028/05,PRESENCIAL,8
2649,PROFESORADO DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,,Profesorado de Educación Secundaria en Matemática,13957-E-19,PRESENCIAL,9
2650,PROFESORADO DE EDUCACIÓN SECUNDARIA EN BIOLOGÍA,,Profesorado de Educación Secundaria en Biología,13946-E-19,PRESENCIAL,9
2651,PROFESORADO DE EDUCACIÓN FÍSICA,,Profesorado de Educación Física,13946-E-19,PRESENCIAL,9
2652,PROFESORADO DE EDUCACIÓN PRIMARIA C/O EN EDUCACIÓN RURAL,,Profesorado de Educación Primaria c/o en Educación Rural,13971-E-19,PRESENCIAL,9
2653,PROFESORADO DE INGLÉS,,Profesorado de Inglés,13942-E-19,PRESENCIAL,9
2654,PROFESORADO DE EDUCACIÓN SECUNDARIA EN LENGUA Y LITERATURA,,Profesorado de Educación Secundaria en Lengua y Literatura,13959-E-19,PRESENCIAL,9
2655,PROFESORADO DE EDUCACIÓN TECNOLÓGICA,,Profesorado de Educación Tecnológica,13960-E-19,PRESENCIAL,9
2656,PROFESORADO DE EDUCACIÓN ESPECIAL CON ORIENTACIÓN EN SORDOS E HIPOACÚSICOS,Sordos e Hipoacúsicos,Profesorado de Educación Especial con Orientación en Sordos e Hipoacúsicos,13969-E-19,PRESENCIAL,9
2657,PROFESORADO DE EDUCACIÓN SECUNDARIA EN SOCIOLOGÍA,,Profesorado de Educación Secundaria en Sociología,13973-E-19,PRESENCIAL,9
2658,PROFESORADO DE INGLÉS,,Profesorado de Inglés,13942-E-19,PRESENCIAL,10
2659,PROFESORADO DE EDUCACIÓN SECUNDARIA EN HISTORIA,,Profesorado de Educación Secundaria en Historia,13966-E-19,PRESENCIAL,10
2660,PROFESORADO DE EDUCACIÓN SECUNDARIA EN LENGUA Y LITERATURA,,Profesorado de Educación Secundaria en Lengua y Literatura,13959-E-19,PRESENCIAL,10
2661,PROFESORADO DE EDUCACIÓN INICIAL,,Profesorado de Educación Inicial,13928-E-19,PRESENCIAL,10
2662,PROFESORADO DE EDUCACIÓN SECUNDARIA EN INFORMÁTICA,,Profesorado de Educación Secundaria en Informática,13970-E-19,PRESENCIAL,10
2663,PROFESORADO DE EDUCACIÓN SECUNDARIA EN CIENCIA POLÍTICA,,Profesorado de Educación Secundaria en Ciencia Política,13949-E-19,PRESENCIAL,10
2664,PROFESORADO DE EDUCACIÓN SECUNDARIA EN GEOGRAFÍA,,Profesorado de Educación Secundaria en Geografía,13972-E-19,PRESENCIAL,10
2665,PROFESORADO DE EDUCACIÓN INICIAL,,Profesorado de Educación Inicial,13928-E-19,PRESENCIAL,11
2666,PROFESORADO DE EDUCACIÓN PRIMARIA C/O EN EDUCACIÓN PERMANENTE DE JÓVENES Y ADULTOS,,Profesorado de Educación Primaria c/o en Educación Permanente de Jóvenes y Adultos,13968-E-19,PRESENCIAL,11
2667,PROFESORADO DE EDUCACIÓN PRIMARIA C/O EN EDUCACIÓN INTERCULTURAL BILINGÜE,,Profesorado de Educación Primaria c/o en Educación Intercultural Bilingüe,13933-E-19,PRESENCIAL,11
2668,PROFESORADO DE EDUCACIÓN FÍSICA,,Profesorado de Educación Física,13946-E-19,PRESENCIAL,12
2669,PROFESORADO DE EDUCACIÓN FÍSICA C/O EN TIEMPO LIBRE Y RECREACIÓN,,Profesorado de Educación Física C/O en Tiempo Libre y Recreación,13929-E-19,PRESENCIAL,12
2670,PROFESORADO DE EDUCACIÓN PRIMARIA C/O EN EDUCACIÓN RURAL,,Profesorado de Educación Primaria c/o en Educación Rural,13971-E-19,PRESENCIAL,12
2671,PROFESORADO DE PORTUGUÉS,,Profesorado de Portugués,13967-E-19,PRESENCIAL,12
2672,PROFESORADO DE FRANCÉS,,Profesorado de Francés,13941-E-19,PRESENCIAL,12
2673,PROFESORADO DE INGLÉS,,Profesorado de Inglés,13942-E-19,PRESENCIAL,12
2674,PROFESORADO DE ARTES VISUALES CON ORIENTACIÓN EN CERÁMICA,Cerámica,Profesorado de Artes Visuales con orientación en Cerámica,13950-E-19,PRESENCIAL,12
2675,PROFESORADO DE ARTES VISUALES CON ORIENTACIÓN EN FOTOGRAFÍA,Fotografía,Profesorado de Artes Visuales con orientación en Fotografía,13956-E-19,PRESENCIAL,12
2676,PROFESORADO DE ARTES VISUALES CON ORIENTACIÓN EN GRABADO,Grabado,Profesorado de Artes Visuales con orientación en Grabado,13953-E-19,PRESENCIAL,12
2677,PROFESORADO DE ARTES VISUALES CON ORIENTACIÓN EN PINTURA, Pintura,Profesorado de Artes Visuales con orientación en Pintura,13954-E-19,PRESENCIAL,12
2678,PROFESORADO DE ARTES VISUALES CON ORIENTACIÓN EN ESCULTURA,Escultura,Profesorado de Artes Visuales con orientación en Escultura,13940-E-19,PRESENCIAL,12
2679,PROFESORADO DE TEATRO,,Profesorado de Teatro,13964-E-19,PRESENCIAL,12
2680,PROFESORADO DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,,Profesorado de Educación Secundaria en Matemática,13957-E-19,PRESENCIAL,13
2681,PROFESORADO DE EDUCACIÓN SECUNDARIA EN LENGUA Y LITERATURA,,Profesorado de Educación Secundaria en Lengua y Literatura,13959-E-19,PRESENCIAL,13
2682,PROFESORADO DE EDUCACIÓN SECUNDARIA EN BIOLOGÍA,,Profesorado de Educación Secundaria en Biología,13946-E-19,PRESENCIAL,13
